id,usuario,nombre,apellido,email,password,tema,status,creacion,id,id_alumno,id_aplicacion,carrera,promedio_anterior,semestre,materias,transporte,familiares,trabajo,beca,sexo,edad,estado_civil
3034,est23_151208189466,Estudiante23,Hibrido23,est23@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1308,3034,3,IINF,91.7,10,6,2,0,0,0,F,26,Soltero
3035,est24_151208191243,Estudiante24,Hibrido24,est24@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1309,3035,3,IGE,92.8,5,4,2,0,0,0,F,25,Soltero
3036,est25_151208191243,Estudiante25,Hibrido25,est25@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1310,3036,3,IGE,82.8,10,8,2,0,0,0,M,21,Soltero
3037,est26_151208191243,Estudiante26,Hibrido26,est26@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1311,3037,3,IINF,82.5,1,6,3,0,1,1,F,21,Soltero
3038,est27_151208191243,Estudiante27,Hibrido27,est27@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1312,3038,3,IINF,90.0,6,8,1,0,1,0,F,26,Soltero
3039,est28_151208198056,Estudiante28,Hibrido28,est28@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1313,3039,3,IINF,86.2,6,4,2,0,0,0,F,18,Casado
3040,est29_151208199682,Estudiante29,Hibrido29,est29@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1314,3040,3,IGE,87.5,4,8,0,0,0,0,F,19,Soltero
3041,est30_151208199682,Estudiante30,Hibrido30,est30@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1315,3041,3,IGE,89.9,8,5,2,0,0,1,M,19,Soltero
3042,est31_151208199682,Estudiante31,Hibrido31,est31@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1316,3042,3,ISC,92.3,4,7,2,0,1,0,F,23,Soltero
3043,est32_151208199682,Estudiante32,Hibrido32,est32@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1317,3043,3,ISC,78.4,8,6,2,0,0,0,F,21,Casado
3044,est33_151208199682,Estudiante33,Hibrido33,est33@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1318,3044,3,IGE,79.4,8,7,3,0,0,0,M,27,Soltero
3045,est34_151208208168,Estudiante34,Hibrido34,est34@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1319,3045,3,IINF,72.3,5,8,0,0,0,0,M,20,Soltero
3046,est35_151208208168,Estudiante35,Hibrido35,est35@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1320,3046,3,IINF,84.5,4,6,1,0,0,0,F,20,Soltero
3047,est36_151208208168,Estudiante36,Hibrido36,est36@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1321,3047,3,ISC,70.9,2,8,0,0,0,0,M,20,Soltero
3048,est37_151208208168,Estudiante37,Hibrido37,est37@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1322,3048,3,IGE,81.6,3,5,1,0,1,1,F,23,Soltero
3049,est38_151208208168,Estudiante38,Hibrido38,est38@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1323,3049,3,ISC,83.6,3,4,3,0,0,0,F,25,Casado
3050,est39_151208216673,Estudiante39,Hibrido39,est39@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1324,3050,3,ISC,77.2,4,6,3,0,0,0,M,24,Soltero
3051,est40_151208218211,Estudiante40,Hibrido40,est40@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1325,3051,3,ICD,84.8,4,5,3,0,0,1,F,21,Soltero
3052,est41_151208218211,Estudiante41,Hibrido41,est41@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1326,3052,3,ICD,70.8,10,5,3,0,1,0,F,21,Casado
3053,est42_151208218211,Estudiante42,Hibrido42,est42@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1327,3053,3,ICD,70.9,5,6,1,0,0,0,M,27,Soltero
3054,est43_151208222525,Estudiante43,Hibrido43,est43@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1328,3054,3,IINF,90.6,4,8,2,0,1,0,M,19,Soltero
3055,est44_151208225145,Estudiante44,Hibrido44,est44@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1329,3055,3,IGE,79.0,10,5,1,0,0,0,M,18,Casado
3056,est45_151208225145,Estudiante45,Hibrido45,est45@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1330,3056,3,IGE,73.2,8,7,0,0,0,0,M,26,Soltero
3057,est46_151208228194,Estudiante46,Hibrido46,est46@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1331,3057,3,IGE,83.1,6,5,3,0,0,1,F,19,Soltero
3058,est47_151208229500,Estudiante47,Hibrido47,est47@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1332,3058,3,IGE,89.2,6,8,3,0,0,0,M,25,Soltero
3059,est48_151208229500,Estudiante48,Hibrido48,est48@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1333,3059,3,ICD,75.4,8,8,0,0,0,0,F,26,Soltero
3060,est49_151208233519,Estudiante49,Hibrido49,est49@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1334,3060,3,IINF,85.6,7,7,1,0,1,0,M,21,Soltero
3061,est50_151208237320,Estudiante50,Hibrido50,est50@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1335,3061,3,IINF,72.1,10,5,2,0,0,1,M,25,Soltero
3062,est51_151208237866,Estudiante51,Hibrido51,est51@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1336,3062,3,ICD,71.3,10,8,2,0,0,1,F,26,Soltero
3063,est52_151208237866,Estudiante52,Hibrido52,est52@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1337,3063,3,IINF,83.3,8,6,0,0,0,1,F,27,Casado
3064,est53_151208241574,Estudiante53,Hibrido53,est53@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1338,3064,3,ICD,83.5,2,4,2,0,1,0,M,27,Soltero
3065,est54_151208241574,Estudiante54,Hibrido54,est54@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1339,3065,3,IGE,85.9,9,4,1,0,1,0,M,22,Casado
3066,est55_151208241574,Estudiante55,Hibrido55,est55@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1340,3066,3,ICD,88.2,1,4,1,0,0,0,M,24,Casado
3067,est56_151208247252,Estudiante56,Hibrido56,est56@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1341,3067,3,IGE,94.4,8,5,0,0,1,0,M,27,Soltero
3068,est57_151208248296,Estudiante57,Hibrido57,est57@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1342,3068,3,IGE,82.9,4,7,1,0,0,0,F,21,Soltero
3069,est58_151208250057,Estudiante58,Hibrido58,est58@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1343,3069,3,ISC,78.1,4,8,3,0,0,0,M,18,Soltero
3070,est59_151208250057,Estudiante59,Hibrido59,est59@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1344,3070,3,ICD,89.9,5,6,0,0,1,0,M,20,Soltero
3071,est60_151208250057,Estudiante60,Hibrido60,est60@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1345,3071,3,ISC,76.8,8,6,1,0,1,0,M,22,Casado
3072,est61_151208257297,Estudiante61,Hibrido61,est61@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1346,3072,3,ICD,81.0,5,5,0,0,0,0,F,20,Soltero
3073,est62_151208259728,Estudiante62,Hibrido62,est62@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1347,3073,3,ICD,72.0,8,4,2,0,0,0,F,24,Soltero
3074,est63_151208259728,Estudiante63,Hibrido63,est63@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1348,3074,3,ISC,70.6,10,5,1,0,0,0,M,26,Soltero
3075,est64_151208259728,Estudiante64,Hibrido64,est64@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1349,3075,3,ISC,94.1,1,7,3,0,1,0,F,23,Soltero
3076,est65_151208259728,Estudiante65,Hibrido65,est65@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1350,3076,3,ICD,90.9,10,7,1,0,0,0,M,27,Soltero
3077,est66_151208267879,Estudiante66,Hibrido66,est66@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1351,3077,3,IINF,87.4,9,8,0,0,0,1,M,18,Soltero
3078,est67_151208267879,Estudiante67,Hibrido67,est67@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1352,3078,3,IGE,80.2,6,8,0,0,0,0,F,24,Soltero
3079,est68_151208267879,Estudiante68,Hibrido68,est68@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1353,3079,3,ISC,74.3,3,7,1,0,0,0,F,20,Soltero
3080,est69_151208272515,Estudiante69,Hibrido69,est69@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1354,3080,3,IGE,73.9,8,7,3,0,0,0,F,22,Soltero
3081,est70_151208272515,Estudiante70,Hibrido70,est70@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1355,3081,3,IINF,76.3,9,7,3,0,1,1,F,27,Soltero
3082,est71_151208274539,Estudiante71,Hibrido71,est71@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1356,3082,3,IINF,83.7,6,5,3,0,0,0,M,21,Soltero
3083,est72_151208278011,Estudiante72,Hibrido72,est72@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1357,3083,3,IINF,87.9,7,7,0,0,0,0,F,27,Casado
3084,est73_151208278011,Estudiante73,Hibrido73,est73@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1358,3084,3,ISC,86.5,1,6,1,0,0,0,M,22,Soltero
3085,est74_151208278011,Estudiante74,Hibrido74,est74@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1359,3085,3,IINF,77.0,5,4,2,0,1,0,F,22,Soltero
3086,est75_151208282795,Estudiante75,Hibrido75,est75@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1360,3086,3,ISC,93.9,5,7,0,0,0,0,M,23,Soltero
3087,est76_151208282795,Estudiante76,Hibrido76,est76@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1361,3087,3,IINF,88.4,10,4,3,0,0,0,F,27,Soltero
3088,est77_151208282795,Estudiante77,Hibrido77,est77@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1362,3088,3,IGE,83.9,4,5,1,0,1,1,M,27,Casado
3089,est78_151208288269,Estudiante78,Hibrido78,est78@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1363,3089,3,IGE,85.3,6,4,3,0,1,0,M,23,Soltero
3090,est79_151208288800,Estudiante79,Hibrido79,est79@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1364,3090,3,ICD,80.5,7,5,2,0,1,1,F,25,Soltero
3091,est80_151208290945,Estudiante80,Hibrido80,est80@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1365,3091,3,IGE,76.2,9,6,3,0,1,0,M,25,Soltero
3092,est81_151208290945,Estudiante81,Hibrido81,est81@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1366,3092,3,ICD,78.9,1,5,3,0,0,0,M,26,Soltero
3093,est82_151208290945,Estudiante82,Hibrido82,est82@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1367,3093,3,IGE,88.9,6,5,2,0,1,1,M,25,Soltero
3094,est83_151208297136,Estudiante83,Hibrido83,est83@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1368,3094,3,ISC,70.4,7,8,1,0,0,0,M,19,Soltero
3095,est84_151208299627,Estudiante84,Hibrido84,est84@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1369,3095,3,IGE,72.9,3,7,0,0,1,0,M,27,Soltero
3096,est85_151208299627,Estudiante85,Hibrido85,est85@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1370,3096,3,ICD,71.2,8,7,1,0,1,0,M,18,Soltero
3097,est86_151208299627,Estudiante86,Hibrido86,est86@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1371,3097,3,ICD,71.0,5,6,2,0,1,0,F,27,Soltero
3098,est87_151208299627,Estudiante87,Hibrido87,est87@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1372,3098,3,IINF,91.4,9,6,3,0,0,0,M,19,Casado
3099,est88_151208299627,Estudiante88,Hibrido88,est88@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1373,3099,3,ISC,87.6,5,7,1,0,0,0,F,19,Soltero
3100,est89_151208307276,Estudiante89,Hibrido89,est89@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1374,3100,3,IGE,81.9,9,8,0,0,0,0,F,20,Soltero
3101,est90_151208308321,Estudiante90,Hibrido90,est90@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1375,3101,3,IINF,72.4,10,7,2,0,1,0,M,27,Soltero
3102,est91_151208308321,Estudiante91,Hibrido91,est91@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1376,3102,3,IGE,82.3,4,8,1,0,1,0,F,24,Casado
3103,est92_151208308321,Estudiante92,Hibrido92,est92@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1377,3103,3,IGE,81.8,9,6,0,0,0,0,M,19,Soltero
3104,est93_151208308321,Estudiante93,Hibrido93,est93@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1378,3104,3,IINF,74.3,5,4,2,0,0,0,F,18,Casado
3105,est94_151208315854,Estudiante94,Hibrido94,est94@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1379,3105,3,IINF,80.8,10,6,0,0,0,0,M,23,Soltero
3106,est95_151208317913,Estudiante95,Hibrido95,est95@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1380,3106,3,IINF,80.0,9,6,2,0,1,0,M,26,Soltero
3107,est96_151208317913,Estudiante96,Hibrido96,est96@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1381,3107,3,IINF,85.4,3,5,3,0,1,0,F,20,Soltero
3108,est97_151208317913,Estudiante97,Hibrido97,est97@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1382,3108,3,IINF,85.9,4,5,1,0,0,1,F,23,Soltero
3109,est98_151208322156,Estudiante98,Hibrido98,est98@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1383,3109,3,IGE,71.1,9,5,0,0,0,0,F,20,Soltero
3110,est99_151208323936,Estudiante99,Hibrido99,est99@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1384,3110,3,IINF,79.4,10,5,2,0,1,0,M,18,Soltero
3111,est100_151208323936,Estudiante100,Hibrido100,est100@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1385,3111,3,ISC,85.6,6,8,0,0,1,0,F,22,Soltero
3112,est101_151208328067,Estudiante101,Hibrido101,est101@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1386,3112,3,ICD,82.6,2,7,0,0,0,0,M,27,Soltero
3113,est102_151208329408,Estudiante102,Hibrido102,est102@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1387,3113,3,IINF,91.4,7,4,1,0,0,0,M,21,Soltero
3114,est103_151208329408,Estudiante103,Hibrido103,est103@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1388,3114,3,IINF,86.5,2,6,3,0,0,1,M,24,Soltero
3115,est104_151208332456,Estudiante104,Hibrido104,est104@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1389,3115,3,IGE,74.1,2,8,0,0,0,0,F,23,Soltero
3116,est105_151208332456,Estudiante105,Hibrido105,est105@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1390,3116,3,IINF,71.8,1,4,2,0,0,1,M,27,Soltero
3117,est106_151208332456,Estudiante106,Hibrido106,est106@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1391,3117,3,IINF,86.1,3,8,2,0,0,1,M,24,Soltero
3118,est107_151208338135,Estudiante107,Hibrido107,est107@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1392,3118,3,IINF,70.7,6,8,3,0,1,1,F,22,Soltero
3119,est108_151208338135,Estudiante108,Hibrido108,est108@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1393,3119,3,IGE,84.6,8,6,2,0,0,1,M,21,Casado
3120,est109_151208340901,Estudiante109,Hibrido109,est109@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1394,3120,3,IINF,93.5,9,7,3,0,1,0,M,24,Soltero
3121,est110_151208340901,Estudiante110,Hibrido110,est110@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1395,3121,3,ICD,84.4,7,5,2,0,0,0,M,24,Soltero
3122,est111_151208347171,Estudiante111,Hibrido111,est111@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1396,3122,3,IGE,79.7,4,7,1,0,0,0,F,23,Soltero
3123,est112_151208348191,Estudiante112,Hibrido112,est112@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1397,3123,3,ICD,86.1,6,6,0,0,0,0,M,25,Casado
3124,est113_151208349211,Estudiante113,Hibrido113,est113@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1398,3124,3,IGE,81.5,5,6,1,0,0,0,M,21,Soltero
3125,est114_151208349211,Estudiante114,Hibrido114,est114@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1399,3125,3,IINF,83.6,8,6,0,0,1,0,F,27,Soltero
3126,est115_151208349211,Estudiante115,Hibrido115,est115@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1400,3126,3,ICD,93.5,1,4,0,0,1,0,F,22,Casado
3127,est116_151208349211,Estudiante116,Hibrido116,est116@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1401,3127,3,IGE,79.7,1,7,0,0,0,0,M,21,Soltero
3128,est117_151208349211,Estudiante117,Hibrido117,est117@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1402,3128,3,ISC,94.0,6,7,1,0,0,0,F,18,Soltero
3129,est118_151208358102,Estudiante118,Hibrido118,est118@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1403,3129,3,IINF,92.6,10,8,0,0,1,0,F,25,Soltero
3130,est119_151208358102,Estudiante119,Hibrido119,est119@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1404,3130,3,IGE,74.9,2,8,1,0,0,0,F,18,Soltero
3131,est120_151208358102,Estudiante120,Hibrido120,est120@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1405,3131,3,ISC,71.7,5,8,3,0,0,1,M,22,Soltero
3132,est121_151208358102,Estudiante121,Hibrido121,est121@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1406,3132,3,IGE,72.5,1,6,2,0,1,0,F,23,Casado
3133,est122_151208365781,Estudiante122,Hibrido122,est122@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1407,3133,3,ISC,70.5,7,7,2,0,0,0,M,23,Soltero
3134,est123_151208367287,Estudiante123,Hibrido123,est123@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1408,3134,3,IINF,72.4,1,6,0,0,0,0,M,22,Casado
3135,est124_151208368309,Estudiante124,Hibrido124,est124@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1409,3135,3,ICD,87.1,4,4,1,0,0,0,M,20,Soltero
3136,est125_151208369633,Estudiante125,Hibrido125,est125@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1410,3136,3,ISC,71.8,9,8,2,0,1,0,M,22,Soltero
3137,est126_151208369633,Estudiante126,Hibrido126,est126@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1411,3137,3,IGE,78.0,1,6,1,0,0,0,M,25,Soltero
3138,est127_151208369633,Estudiante127,Hibrido127,est127@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1412,3138,3,IINF,91.1,4,6,1,0,0,0,F,19,Soltero
3139,est128_151208374219,Estudiante128,Hibrido128,est128@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1413,3139,3,ISC,70.6,6,4,0,0,1,0,M,23,Soltero
3140,est129_151208377468,Estudiante129,Hibrido129,est129@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1414,3140,3,IGE,90.4,6,5,2,0,0,0,M,26,Soltero
3141,est130_151208377995,Estudiante130,Hibrido130,est130@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1415,3141,3,IGE,77.0,8,7,0,0,1,0,M,25,Soltero
3142,est131_151208377995,Estudiante131,Hibrido131,est131@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1416,3142,3,IGE,73.0,1,5,0,0,0,0,M,25,Soltero
3143,est132_151208382293,Estudiante132,Hibrido132,est132@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1417,3143,3,ISC,87.4,7,8,2,0,1,0,F,25,Soltero
3144,est133_151208382293,Estudiante133,Hibrido133,est133@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1418,3144,3,ISC,85.7,1,6,2,0,0,0,M,24,Soltero
3145,est134_151208382293,Estudiante134,Hibrido134,est134@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1419,3145,3,ISC,91.9,7,4,3,0,0,1,M,25,Soltero
3146,est135_151208387137,Estudiante135,Hibrido135,est135@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1420,3146,3,ICD,88.4,3,4,3,0,0,0,M,23,Soltero
3147,est136_151208388726,Estudiante136,Hibrido136,est136@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1421,3147,3,ISC,90.1,8,7,1,0,0,0,M,19,Soltero
3148,est137_151208390484,Estudiante137,Hibrido137,est137@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1422,3148,3,ISC,77.1,3,5,2,0,1,0,M,19,Casado
3149,est138_151208390484,Estudiante138,Hibrido138,est138@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1423,3149,3,ISC,74.4,1,7,3,0,1,0,F,25,Soltero
3150,est139_151208390484,Estudiante139,Hibrido139,est139@hibrido.com,$2y$10$abc123,light,1,2026-02-03 15:12:08,1424,3150,3,ICD,88.8,8,6,1,0,0,0,F,18,Soltero
